"Gene Name","Protein IDs","Benign_vs_Malignant_log2 fold change","Benign_vs_Malignant_p.val","Benign_vs_Malignant_p.adj","significant","Benign_vs_Malignant_significant","imputed","num_NAs","Protein.names"
"HINT1","P49773",-0.499,0.0111,0.0258,FALSE,FALSE,FALSE,0,"Histidine triad nucleotide-binding protein 1"
"HINT2","Q9BX68",-0.559,0.0244,0.0479,FALSE,FALSE,FALSE,0,"Histidine triad nucleotide-binding protein 2, mitochondrial"
"HIST1H1B","P16401",-1.07,0.0598,0.0958,FALSE,FALSE,TRUE,1,"Histone H1.5"
"HIST1H1C","P16403",-0.532,0.0502,0.084,FALSE,FALSE,FALSE,0,"Histone H1.2"
"HIST1H2AJ","Q99878",-0.297,0.14,0.195,FALSE,FALSE,FALSE,0,"Histone H2A type 1-J;Histone H2A type 1-H;Histone H2A.J;Histone H2A type 2-C;Histone H2A type 2-A;Histone H2A type 1-D;Histone H2A type 1"
"HIST1H2BL","Q99880",-0.738,0.00021,0.00146,FALSE,FALSE,FALSE,0,"Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K"
"HIST1H4A","P62805",-0.418,0.0452,0.0769,FALSE,FALSE,FALSE,0,"Histone H4"
"HIST2H2BE","Q16778",-0.00872,0.957,0.968,FALSE,FALSE,FALSE,0,"Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J;Histone H2B type 3-B"
"HK1","P19367",-0.00444,0.978,0.983,FALSE,FALSE,FALSE,0,"Hexokinase-1"
"HLA-A.3","P13746",-0.333,0.69,0.74,FALSE,FALSE,TRUE,9,"HLA class I histocompatibility antigen, A-11 alpha chain"
"HLA-A.4","P30453",0.261,0.33,0.402,FALSE,FALSE,FALSE,0,"HLA class I histocompatibility antigen, A-34 alpha chain;HLA class I histocompatibility antigen, A-66 alpha chain;HLA class I histocompatibility antigen, A-26 alpha chain;HLA class I histocompatibility antigen, A-25 alpha chain;HLA class I histocompatibility antigen, A-33 alpha chain"
"HLA-B","P30479",-0.4,0.583,0.646,FALSE,FALSE,TRUE,3,"HLA class I histocompatibility antigen, B-41 alpha chain;HLA class I histocompatibility antigen, B-18 alpha chain"
"HLA-DPA1","P20036",-0.0157,0.98,0.984,FALSE,FALSE,TRUE,10,"HLA class II histocompatibility antigen, DP alpha 1 chain"
"HLA-DRA","P01903",-0.245,0.204,0.27,FALSE,FALSE,FALSE,0,"HLA class II histocompatibility antigen, DR alpha chain"
"HLA-DRB1.3","Q29974",-0.24,0.28,0.351,FALSE,FALSE,FALSE,0,"HLA class II histocompatibility antigen, DRB1-16 beta chain;HLA class II histocompatibility antigen, DR beta 5 chain;HLA class II histocompatibility antigen, DRB1-4 beta chain"
"HMBS","P08397",-0.0321,0.92,0.94,FALSE,FALSE,TRUE,14,"Porphobilinogen deaminase"
"HMGA1","P17096",0.0591,0.925,0.945,FALSE,FALSE,TRUE,9,"High mobility group protein HMG-I/HMG-Y"
"HMGB1","P09429",-0.454,0.0215,0.0434,FALSE,FALSE,FALSE,0,"High mobility group protein B1"
"HMGCS2","P54868",-0.526,0.577,0.641,FALSE,FALSE,TRUE,11,"Hydroxymethylglutaryl-CoA synthase, mitochondrial"
"HNMT","P50135",-1.24,0.0312,0.0573,FALSE,FALSE,TRUE,13,"Histamine N-methyltransferase"
"HNRNPA0","Q13151",-0.584,0.0458,0.0775,FALSE,FALSE,TRUE,1,"Heterogeneous nuclear ribonucleoprotein A0"
"HNRNPA1","P09651",-0.479,0.00465,0.013,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2"
"HNRNPA2B1","P22626",-0.824,3.89e-05,0.000534,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoproteins A2/B1"
"HNRNPA3","P51991",-0.84,4.9e-05,0.000613,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein A3"
"HNRNPAB","Q99729",-1.01,0.028,0.0532,FALSE,FALSE,TRUE,3,"Heterogeneous nuclear ribonucleoprotein A/B"
"HNRNPC","P07910",-0.934,6.89e-06,0.000225,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoproteins C1/C2"
"HNRNPD","Q14103",-0.704,0.000209,0.00146,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein D0"
"HNRNPDL","O14979",-0.424,0.0136,0.0302,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein D-like"
"HNRNPH1","P31943",-0.736,2.75e-05,0.00043,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed"
"HNRNPH2","P55795",-0.962,3.3e-05,0.000487,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein H2"
"HNRNPH3","P31942",-0.177,0.658,0.711,FALSE,FALSE,TRUE,1,"Heterogeneous nuclear ribonucleoprotein H3"
"HNRNPK","P61978",-0.612,4.25e-05,0.000561,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein K"
"HNRNPL","P14866",-0.835,3.37e-05,0.000491,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein L"
"HNRNPM","P52272",-0.917,1.26e-05,0.000301,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein M"
"HNRNPR","O43390",-0.695,0.000128,0.00109,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein R"
"HNRNPU","Q00839",-0.818,7.48e-06,0.000226,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein U"
"HNRNPUL1","Q9BUJ2",-0.914,8.73e-05,0.000881,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein U-like protein 1"
"HNRNPUL2","Q1KMD3",-0.509,0.000448,0.00239,FALSE,FALSE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein U-like protein 2"
"HOOK3","Q86VS8",0.291,0.389,0.462,FALSE,FALSE,TRUE,12,"Protein Hook homolog 3"
"HP1BP3","Q5SSJ5",-0.412,0.0247,0.0483,FALSE,FALSE,FALSE,0,"Heterochromatin protein 1-binding protein 3"
"HPCAL1","P37235",-0.486,0.341,0.414,FALSE,FALSE,TRUE,6,"Hippocalcin-like protein 1;Neuron-specific calcium-binding protein hippocalcin"
"HPRT1","P00492",0.0419,0.815,0.855,FALSE,FALSE,FALSE,0,"Hypoxanthine-guanine phosphoribosyltransferase"
"HRSP12","P52758",-0.488,0.403,0.475,FALSE,FALSE,TRUE,7,"Ribonuclease UK114"
"HS1BP3","Q53T59",0.0983,0.724,0.772,FALSE,FALSE,TRUE,3,"HCLS1-binding protein 3"
"HSBP1","O75506",-0.982,0.0289,0.0542,FALSE,FALSE,TRUE,9,"Heat shock factor-binding protein 1"
"HSD17B10","Q99714",-0.661,0.000667,0.00316,FALSE,FALSE,FALSE,0,"3-hydroxyacyl-CoA dehydrogenase type-2"
"HSD17B11","Q8NBQ5",-0.91,0.042,0.0725,FALSE,FALSE,TRUE,15,"Estradiol 17-beta-dehydrogenase 11"
"HSD17B12","Q53GQ0",-0.198,0.252,0.32,FALSE,FALSE,FALSE,0,"Very-long-chain 3-oxoacyl-CoA reductase"
"HSD17B8","Q92506",0.161,0.759,0.805,FALSE,FALSE,TRUE,12,"Estradiol 17-beta-dehydrogenase 8"
"HSDL2","Q6YN16",-0.279,0.537,0.603,FALSE,FALSE,TRUE,2,"Hydroxysteroid dehydrogenase-like protein 2"
"HSP90AA1","P07900",-0.544,0.000356,0.00207,FALSE,FALSE,FALSE,0,"Heat shock protein HSP 90-alpha"
"HSP90AB1","P08238",-0.902,1.22e-06,9.44e-05,FALSE,FALSE,FALSE,0,"Heat shock protein HSP 90-beta"
"HSP90B1","P14625",-0.669,0.000479,0.00251,FALSE,FALSE,FALSE,0,"Endoplasmin"
"HSPA12A","O43301",-0.684,0.252,0.32,FALSE,FALSE,TRUE,10,"Heat shock 70 kDa protein 12A"
"HSPA1B","P0DMV9",0.255,0.0523,0.0866,FALSE,FALSE,FALSE,0,"Heat shock 70 kDa protein 1B;Heat shock 70 kDa protein 1A"
"HSPA4","P34932",-0.258,0.0581,0.0936,FALSE,FALSE,FALSE,0,"Heat shock 70 kDa protein 4"
"HSPA5","P11021",-0.423,0.00972,0.0232,FALSE,FALSE,FALSE,0,"78 kDa glucose-regulated protein"
"HSPA8","P11142",-0.271,0.0303,0.056,FALSE,FALSE,FALSE,0,"Heat shock cognate 71 kDa protein"
"HSPH1","Q92598",-0.802,0.0453,0.077,FALSE,FALSE,TRUE,1,"Heat shock protein 105 kDa"
"HUWE1","Q7Z6Z7",-0.269,0.129,0.182,FALSE,FALSE,FALSE,0,"E3 ubiquitin-protein ligase HUWE1"
"HYI","Q5T013",0.839,0.0184,0.0382,FALSE,FALSE,TRUE,7,"Putative hydroxypyruvate isomerase"
"IAH1","Q2TAA2",-0.0976,0.667,0.719,FALSE,FALSE,FALSE,0,"Isoamyl acetate-hydrolyzing esterase 1 homolog"
"IDH1","O75874",-0.64,0.00215,0.00742,FALSE,FALSE,FALSE,0,"Isocitrate dehydrogenase [NADP] cytoplasmic"
"IDH2","P48735",-0.403,0.016,0.0342,FALSE,FALSE,FALSE,0,"Isocitrate dehydrogenase [NADP], mitochondrial"
"IDH3A","P50213",-0.239,0.162,0.221,FALSE,FALSE,FALSE,0,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"
"IDH3B","O43837",-0.851,0.0138,0.0304,FALSE,FALSE,TRUE,4,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"
"IFI30","P13284",-0.95,0.00764,0.019,FALSE,FALSE,TRUE,4,"Gamma-interferon-inducible lysosomal thiol reductase"
"IFT27","Q9BW83",-0.727,0.065,0.103,FALSE,FALSE,TRUE,11,"Intraflagellar transport protein 27 homolog"
"IGBP1","P78318",-0.774,0.0993,0.146,FALSE,FALSE,TRUE,11,"Immunoglobulin-binding protein 1"
"IGHA2","P01877",0.738,0.473,0.541,FALSE,FALSE,TRUE,4,"Ig alpha-2 chain C region"
"IGHG3","P01860",0.852,0.0156,0.0335,FALSE,FALSE,FALSE,0,"Ig gamma-3 chain C region"
"IGHM","P01871",1.01,0.0689,0.108,FALSE,FALSE,FALSE,0,"Ig mu chain C region"
"IGJ","P01591",1.31,0.0757,0.117,FALSE,FALSE,TRUE,3,"Immunoglobulin J chain"
"IGKC","P01834",0.73,0.00127,0.00497,FALSE,FALSE,FALSE,0,"Ig kappa chain C region"
"ILF2","Q12905",-0.882,4e-05,0.000537,FALSE,FALSE,FALSE,0,"Interleukin enhancer-binding factor 2"
"ILF3","Q12906",-0.909,2.65e-05,0.000425,FALSE,FALSE,FALSE,0,"Interleukin enhancer-binding factor 3"
"ILK","Q13418",0.783,0.00717,0.0181,FALSE,FALSE,FALSE,0,"Integrin-linked protein kinase"
"ILVBL","A1L0T0",0.7,0.0281,0.0532,FALSE,FALSE,TRUE,2,"Acetolactate synthase-like protein"
"IMMT","Q16891",-0.285,0.0633,0.101,FALSE,FALSE,FALSE,0,"MICOS complex subunit MIC60"
"IMPA1","P29218",-0.567,0.0312,0.0573,FALSE,FALSE,FALSE,0,"Inositol monophosphatase 1"
"IMPAD1","Q9NX62",-0.993,0.00742,0.0186,FALSE,FALSE,TRUE,14,"Inositol monophosphatase 3"
"IMPDH2","P12268",-0.725,0.00398,0.0117,FALSE,FALSE,FALSE,0,"Inosine-5-monophosphate dehydrogenase 2"
"INF2","Q27J81",0.347,0.178,0.24,FALSE,FALSE,TRUE,6,"Inverted formin-2"
"IPO11","Q9UI26",0.518,0.115,0.165,FALSE,FALSE,TRUE,15,"Importin-11"
"IPO5","O00410",-0.208,0.199,0.264,FALSE,FALSE,FALSE,0,"Importin-5"
"IPO7","O95373",-0.459,0.107,0.155,FALSE,FALSE,TRUE,1,"Importin-7"
"IQGAP1","P46940",0.11,0.358,0.431,FALSE,FALSE,FALSE,0,"Ras GTPase-activating-like protein IQGAP1"
"IRF2BP1","Q8IU81",-0.168,0.684,0.735,FALSE,FALSE,TRUE,15,"Interferon regulatory factor 2-binding protein 1"
"IRGQ","Q8WZA9",-0.787,0.0774,0.118,FALSE,FALSE,TRUE,5,"Immunity-related GTPase family Q protein"
"ISLR","O14498",0.801,0.0787,0.12,FALSE,FALSE,TRUE,11,"Immunoglobulin superfamily containing leucine-rich repeat protein"
"ISOC1","Q96CN7",-0.18,0.229,0.296,FALSE,FALSE,FALSE,0,"Isochorismatase domain-containing protein 1"
"ISOC2","Q96AB3",-0.404,0.124,0.176,FALSE,FALSE,TRUE,1,"Isochorismatase domain-containing protein 2, mitochondrial"
"IST1","P53990",-0.171,0.538,0.603,FALSE,FALSE,TRUE,4,"IST1 homolog"
"ITGA1","P56199",0.592,0.026,0.05,FALSE,FALSE,FALSE,0,"Integrin alpha-1"
"ITGA6","P23229",0.404,0.354,0.427,FALSE,FALSE,TRUE,2,"Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6"
"ITGAV","P06756",-0.28,0.342,0.415,FALSE,FALSE,TRUE,1,"Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain"
"ITGB1","P05556",0.706,0.00333,0.0103,FALSE,FALSE,FALSE,0,"Integrin beta-1"
"ITGB4","P16144",1.14,0.036,0.0637,FALSE,FALSE,TRUE,8,"Integrin beta-4"
"JPH2","Q9BR39",0.698,0.134,0.188,FALSE,FALSE,TRUE,12,"Junctophilin-2"
"JUP","P14923",-0.777,0.00972,0.0232,FALSE,FALSE,FALSE,0,"Junction plakoglobin"
"KARS","Q15046",-0.177,0.345,0.417,FALSE,FALSE,FALSE,0,"Lysine--tRNA ligase"
"KCTD12","Q96CX2",-0.0513,0.794,0.836,FALSE,FALSE,FALSE,0,"BTB/POZ domain-containing protein KCTD12"
"KDELC2","Q7Z4H8",0.698,0.0114,0.0262,FALSE,FALSE,TRUE,8,"KDEL motif-containing protein 2"
"KHDRBS1","Q07666",-0.409,0.0131,0.0293,FALSE,FALSE,FALSE,0,"KH domain-containing, RNA-binding, signal transduction-associated protein 1"
"KHSRP","Q92945",-0.522,0.00557,0.0148,FALSE,FALSE,FALSE,0,"Far upstream element-binding protein 2"
"KIAA0020","Q15397",-0.541,0.0243,0.0479,FALSE,FALSE,TRUE,14,"Pumilio domain-containing protein KIAA0020"
"KIAA0196","Q12768",-0.185,0.597,0.658,FALSE,FALSE,TRUE,13,"WASH complex subunit strumpellin"
"KIAA1033","Q2M389",0.177,0.353,0.426,FALSE,FALSE,TRUE,9,"WASH complex subunit 7"
"KIAA1217","Q5T5P2",-0.777,0.0641,0.102,FALSE,FALSE,TRUE,13,"Sickle tail protein homolog"
"KIAA1468","Q9P260",0.195,0.523,0.589,FALSE,FALSE,TRUE,12,"LisH domain and HEAT repeat-containing protein KIAA1468"
"KIF13B","Q9NQT8",-0.664,0.0949,0.141,FALSE,FALSE,FALSE,0,"Kinesin-like protein KIF13B"
"KIF5B","P33176",-0.294,0.0564,0.0918,FALSE,FALSE,FALSE,0,"Kinesin-1 heavy chain"
"KIF5C","O60282",-0.874,0.0849,0.128,FALSE,FALSE,TRUE,15,"Kinesin heavy chain isoform 5C"
"KLC1","Q07866",0.124,0.738,0.785,FALSE,FALSE,TRUE,1,"Kinesin light chain 1"
"KLK11","Q9UBX7",1.56,0.0527,0.0871,FALSE,FALSE,TRUE,1,"Kallikrein-11;Kallikrein-11 inactive chain 1;Kallikrein-11 inactive chain 2"
"KLK3","P07288",-0.00827,0.982,0.986,FALSE,FALSE,FALSE,0,"Prostate-specific antigen"
"KPNA3","O00505",-0.681,0.0123,0.0277,FALSE,FALSE,TRUE,12,"Importin subunit alpha-4"
"KPNA4","O00629",0.0202,0.892,0.919,FALSE,FALSE,FALSE,0,"Importin subunit alpha-3"
"KPNA6","O60684",-0.466,0.392,0.465,FALSE,FALSE,TRUE,11,"Importin subunit alpha-7;Importin subunit alpha-6"
"KPNB1","Q14974",-0.337,0.0209,0.0423,FALSE,FALSE,FALSE,0,"Importin subunit beta-1"
"KRT19","P08727",0.285,0.432,0.503,FALSE,FALSE,FALSE,0,"Keratin, type I cytoskeletal 19"
"KTN1","Q86UP2",-0.2,0.122,0.173,FALSE,FALSE,FALSE,0,"Kinectin"
"LAMA2","P24043",-0.713,0.197,0.262,FALSE,FALSE,TRUE,10,"Laminin subunit alpha-2"
"LAMB2","P55268",0.625,0.0326,0.0592,FALSE,FALSE,FALSE,0,"Laminin subunit beta-2"
"LAMP1","P11279",-2.35,0.0357,0.0633,FALSE,FALSE,TRUE,12,"Lysosome-associated membrane glycoprotein 1"
"LAMP2","P13473",-0.707,0.0603,0.0962,FALSE,FALSE,FALSE,0,"Lysosome-associated membrane glycoprotein 2"
"LAMTOR5","O43504",-0.59,0.00688,0.0176,FALSE,FALSE,FALSE,0,"Ragulator complex protein LAMTOR5"
"LANCL1","O43813",-1.03,0.108,0.157,FALSE,FALSE,TRUE,2,"LanC-like protein 1"
"LAP3","P28838",-0.31,0.0295,0.0549,FALSE,FALSE,FALSE,0,"Cytosol aminopeptidase"
"LARP1","Q6PKG0",-0.0631,0.862,0.894,FALSE,FALSE,TRUE,12,"La-related protein 1"
"LARS2","Q15031",-0.48,0.0983,0.145,FALSE,FALSE,TRUE,15,"Probable leucine--tRNA ligase, mitochondrial"
"LASP1","Q14847",-0.733,0.424,0.495,FALSE,FALSE,TRUE,11,"LIM and SH3 domain protein 1"
"LCN2","P80188",1.68,0.099,0.146,FALSE,FALSE,TRUE,6,"Neutrophil gelatinase-associated lipocalin"
"LCP1","P13796",-0.424,0.0716,0.111,FALSE,FALSE,FALSE,0,"Plastin-2"
"LDHA","P00338",-0.28,0.13,0.183,FALSE,FALSE,FALSE,0,"L-lactate dehydrogenase A chain"
"LDHB","P07195",0.748,0.00277,0.00901,FALSE,FALSE,FALSE,0,"L-lactate dehydrogenase B chain"
"LEMD2","Q8NC56",-0.312,0.43,0.501,FALSE,FALSE,TRUE,2,"LEM domain-containing protein 2"
"LGALS1","P09382",0.834,0.00285,0.0092,FALSE,FALSE,FALSE,0,"Galectin-1"
"LGALS3","P17931",0.437,0.111,0.159,FALSE,FALSE,FALSE,0,"Galectin-3"
"LGALS3BP","Q08380",0.967,0.0333,0.0601,FALSE,FALSE,FALSE,0,"Galectin-3-binding protein"
"LGALSL","Q3ZCW2",-0.271,0.517,0.585,FALSE,FALSE,TRUE,8,"Galectin-related protein"
"LHPP","Q9H008",0.123,0.602,0.662,FALSE,FALSE,FALSE,0,"Phospholysine phosphohistidine inorganic pyrophosphate phosphatase"
"LIMS1","P48059",0.364,0.0387,0.0675,FALSE,FALSE,FALSE,0,"LIM and senescent cell antigen-like-containing domain protein 1"
"LIMS2","Q7Z4I7",0.795,0.00355,0.0108,FALSE,FALSE,FALSE,0,"LIM and senescent cell antigen-like-containing domain protein 2"
"LIN7C","Q9NUP9",-0.64,0.297,0.368,FALSE,FALSE,TRUE,3,"Protein lin-7 homolog C;Protein lin-7 homolog A"
"LMAN2","Q12907",-0.628,0.00102,0.00428,FALSE,FALSE,FALSE,0,"Vesicular integral-membrane protein VIP36"
"LMNA","P02545",0.271,0.0862,0.13,FALSE,FALSE,FALSE,0,"Prelamin-A/C;Lamin-A/C"
"LMNB1","P20700",-0.952,5.22e-05,0.000621,FALSE,FALSE,FALSE,0,"Lamin-B1"
"LMNB2","Q03252",0.0574,0.709,0.759,FALSE,FALSE,FALSE,0,"Lamin-B2"
"LNPEP","Q9UIQ6",-0.527,0.265,0.336,FALSE,FALSE,TRUE,10,"Leucyl-cystinyl aminopeptidase;Leucyl-cystinyl aminopeptidase, pregnancy serum form"
"LPP","Q93052",0.805,3e-04,0.00183,FALSE,FALSE,FALSE,0,"Lipoma-preferred partner"
"LRG1","P02750",0.948,0.0634,0.101,FALSE,FALSE,TRUE,2,"Leucine-rich alpha-2-glycoprotein"
"LRP1","Q07954",0.571,0.251,0.32,FALSE,FALSE,TRUE,1,"Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain"
"LRRC1","Q9BTT6",-0.795,0.0462,0.0781,FALSE,FALSE,TRUE,13,"Leucine-rich repeat-containing protein 1"
"LRRC47","Q8N1G4",-0.184,0.103,0.151,FALSE,FALSE,FALSE,0,"Leucine-rich repeat-containing protein 47"
"LSM4","Q9Y4Z0",-0.877,0.000688,0.0032,FALSE,FALSE,TRUE,1,"U6 snRNA-associated Sm-like protein LSm4"
"LSM5","Q9Y4Y9",-0.869,0.0078,0.0194,FALSE,FALSE,TRUE,1,"U6 snRNA-associated Sm-like protein LSm5"
"LSP1","P33241",-0.0558,0.904,0.929,FALSE,FALSE,TRUE,3,"Lymphocyte-specific protein 1"
"LSS","P48449",-0.707,0.0879,0.132,FALSE,FALSE,TRUE,9,"Lanosterol synthase"
"LTA4H","P09960",-0.361,0.01,0.0238,FALSE,FALSE,FALSE,0,"Leukotriene A-4 hydrolase"
"LTBP1","Q14766",1.26,0.0387,0.0675,FALSE,FALSE,TRUE,14,"Latent-transforming growth factor beta-binding protein 1"
"LTBP2","Q14767",-0.235,0.736,0.783,FALSE,FALSE,TRUE,12,"Latent-transforming growth factor beta-binding protein 2"
"LTBP4","Q8N2S1",1.62,0.0338,0.0607,FALSE,FALSE,TRUE,6,"Latent-transforming growth factor beta-binding protein 4"
"LTF","P02788",0.897,0.151,0.208,FALSE,FALSE,FALSE,0,"Lactotransferrin;Lactoferricin-H;Kaliocin-1;Lactoferroxin-A;Lactoferroxin-B;Lactoferroxin-C"
"LXN","Q9BS40",1.36,0.0933,0.139,FALSE,FALSE,TRUE,13,"Latexin"
"LYPLA2","O95372",-0.667,0.00257,0.00851,FALSE,FALSE,FALSE,0,"Acyl-protein thioesterase 2"
"LZIC","Q8WZA0",-0.621,0.271,0.341,FALSE,FALSE,TRUE,3,"Protein LZIC"
"MAGED2","Q9UNF1",-1.03,0.0898,0.134,FALSE,FALSE,TRUE,14,"Melanoma-associated antigen D2"
"MANBA","O00462",-0.944,0.0575,0.0932,FALSE,FALSE,TRUE,14,"Beta-mannosidase"
"MAOA","P21397",-0.872,0.0279,0.0531,FALSE,FALSE,FALSE,0,"Amine oxidase [flavin-containing] A"
"MAOB","P27338",0.962,8.99e-05,0.00089,FALSE,FALSE,FALSE,0,"Amine oxidase [flavin-containing] B"
"MAP1S","Q66K74",-0.51,0.158,0.217,FALSE,FALSE,TRUE,9,"Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain"
"MAP2K2","P36507",-0.431,0.0325,0.059,FALSE,FALSE,FALSE,0,"Dual specificity mitogen-activated protein kinase kinase 2"
"MAP2K3","P46734",-0.365,0.287,0.357,FALSE,FALSE,TRUE,11,"Dual specificity mitogen-activated protein kinase kinase 3"
"MAP2K4","P45985",-0.694,0.0569,0.0925,FALSE,FALSE,TRUE,3,"Dual specificity mitogen-activated protein kinase kinase 4"
"MAP4","P27816",0.643,0.0072,0.0182,FALSE,FALSE,FALSE,0,"Microtubule-associated protein 4"
"MAPK1","P28482",0.267,0.0578,0.0934,FALSE,FALSE,FALSE,0,"Mitogen-activated protein kinase 1"
"MAPK14","Q16539",0.485,0.014,0.0308,FALSE,FALSE,TRUE,7,"Mitogen-activated protein kinase 14"
"MAPRE1","Q15691",0.376,0.00649,0.0167,FALSE,FALSE,FALSE,0,"Microtubule-associated protein RP/EB family member 1"
"MAPRE2","Q15555",0.687,0.058,0.0936,FALSE,FALSE,TRUE,14,"Microtubule-associated protein RP/EB family member 2"
"MARCKS","P29966",-0.521,0.0432,0.0741,FALSE,FALSE,FALSE,0,"Myristoylated alanine-rich C-kinase substrate"
"MAT2A","P31153",-0.122,0.392,0.465,FALSE,FALSE,FALSE,0,"S-adenosylmethionine synthase isoform type-2"
"MAT2B","Q9NZL9",-0.165,0.368,0.439,FALSE,FALSE,TRUE,1,"Methionine adenosyltransferase 2 subunit beta"
"MATN2","O00339",0.797,0.287,0.357,FALSE,FALSE,TRUE,5,"Matrilin-2"
"MATR3","P43243",-0.831,2.96e-05,0.000451,FALSE,FALSE,FALSE,0,"Matrin-3"
"MBNL1","Q9NR56",-0.142,0.698,0.748,FALSE,FALSE,TRUE,2,"Muscleblind-like protein 1;Muscleblind-like protein 2"
"MCCC2","Q9HCC0",-2.15,0.0524,0.0866,FALSE,FALSE,FALSE,0,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"
"MCFD2","Q8NI22",-1.39,0.0324,0.059,FALSE,FALSE,TRUE,6,"Multiple coagulation factor deficiency protein 2"
"MCTS1","Q9ULC4",-0.738,0.118,0.169,FALSE,FALSE,TRUE,2,"Malignant T-cell-amplified sequence 1"
"MDH1","P40925",0.00177,0.985,0.987,FALSE,FALSE,FALSE,0,"Malate dehydrogenase, cytoplasmic"
"MDH2","P40926",-0.852,4.52e-06,0.000195,FALSE,FALSE,FALSE,0,"Malate dehydrogenase, mitochondrial"
"ME1","P48163",0.898,0.0131,0.0293,FALSE,FALSE,TRUE,11,"NADP-dependent malic enzyme"
"ME2","P23368",-0.906,0.0644,0.102,FALSE,FALSE,TRUE,1,"NAD-dependent malic enzyme, mitochondrial"
"MECP2","P51608",0.0193,0.931,0.948,FALSE,FALSE,FALSE,0,"Methyl-CpG-binding protein 2"
"METAP2","P50579",-0.951,0.0143,0.0313,FALSE,FALSE,TRUE,1,"Methionine aminopeptidase 2"
"MFAP2","P55001",0.646,0.237,0.304,FALSE,FALSE,TRUE,12,"Microfibrillar-associated protein 2"
"MFAP5","Q13361",0.292,0.616,0.675,FALSE,FALSE,TRUE,12,"Microfibrillar-associated protein 5"
"MGLL","Q99685",0.0378,0.866,0.898,FALSE,FALSE,TRUE,6,"Monoglyceride lipase"
"MGST3","O14880",0.745,0.453,0.523,FALSE,FALSE,TRUE,10,"Microsomal glutathione S-transferase 3"
"MIF","P14174",-0.383,0.0371,0.0652,FALSE,FALSE,FALSE,0,"Macrophage migration inhibitory factor"
"MLPH","Q9BV36",-1.66,0.0753,0.116,FALSE,FALSE,TRUE,4,"Melanophilin"
"MME","P08473",1.37,0.0961,0.142,FALSE,FALSE,TRUE,1,"Neprilysin"
"MMS19","Q96T76",0.00886,0.972,0.978,FALSE,FALSE,TRUE,10,"MMS19 nucleotide excision repair protein homolog"
"MOB1A","Q9H8S9",-0.478,0.279,0.35,FALSE,FALSE,TRUE,11,"MOB kinase activator 1A;MOB kinase activator 1B"
"MON2","Q7Z3U7",-0.894,0.00989,0.0235,FALSE,FALSE,TRUE,13,"Protein MON2 homolog"
"MOXD1","Q6UVY6",-0.992,0.136,0.191,FALSE,FALSE,TRUE,10,"DBH-like monooxygenase protein 1"
"MPC2","O95563",-0.015,0.959,0.97,FALSE,FALSE,TRUE,2,"Mitochondrial pyruvate carrier 2"
"MPI","P34949",-0.67,0.00198,0.00697,FALSE,FALSE,FALSE,0,"Mannose-6-phosphate isomerase"
"MPO","P05164",1.39,0.162,0.221,FALSE,FALSE,TRUE,2,"Myeloperoxidase;Myeloperoxidase;89 kDa myeloperoxidase;84 kDa myeloperoxidase;Myeloperoxidase light chain;Myeloperoxidase heavy chain"
"MPST","P25325",-0.486,0.0313,0.0573,FALSE,FALSE,FALSE,0,"3-mercaptopyruvate sulfurtransferase"
